date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1990-02-13,58,6,3,21,2,2,2,8,3,8,NULL,48,158,4,40,NULL,68,3,2,7,26,2,4,7,2,10,17,37,6,23,9,4,5,49,5,1,12,NULL,35,2,5,5,76,1,24,10,14,71,6,7,NULL,NULL,4,NULL,22,6,10,18,1,2,124,94,39,19,11,21,NULL,1,7,12,25,9,9,NULL,NULL,8,4,4,2,7,16,NULL,3,8,NULL,14,14,3,30,19,15,30,NULL,21,42,4,20,6,3,124,5,4,4,11,21,11,1,8,9,10,10,NULL,175,44,48,3,22,78,20,8,16,13,60,1,NULL,8,NULL,168,46,42,81,44,NULL,69,NULL
1990-02-20,62,2,5,12,3,7,3,7,7,14,2,48,149,9,37,NULL,65,2,5,2,21,NULL,7,4,NULL,17,13,46,7,21,5,7,2,40,2,5,21,NULL,28,8,2,6,75,4,26,9,14,75,6,7,1,NULL,11,NULL,20,10,17,18,2,NULL,122,94,30,18,8,14,NULL,2,6,18,25,5,5,NULL,NULL,13,2,7,10,6,11,NULL,NULL,13,NULL,3,10,6,30,16,10,22,NULL,29,45,1,15,6,2,110,2,13,3,14,17,14,1,3,12,11,10,NULL,156,55,75,7,35,69,11,6,23,13,53,1,NULL,11,NULL,189,41,45,86,46,NULL,75,NULL
1990-02-27,56,8,4,17,4,6,6,1,7,14,2,51,182,5,24,NULL,57,5,7,1,9,NULL,2,1,NULL,16,14,34,7,27,9,9,6,34,4,2,14,NULL,33,11,6,6,72,4,24,11,9,70,4,4,NULL,NULL,8,NULL,16,7,17,19,NULL,2,133,102,45,21,10,23,NULL,1,8,14,24,18,4,NULL,NULL,11,2,2,8,7,11,1,NULL,14,NULL,11,17,6,27,13,1,30,NULL,24,58,NULL,16,8,8,108,1,7,3,18,16,17,1,2,13,8,6,NULL,131,61,71,5,22,70,15,8,17,18,50,NULL,NULL,7,NULL,191,35,50,97,41,NULL,66,NULL
1990-03-06,72,3,3,17,NULL,5,2,7,6,15,2,52,179,8,35,NULL,63,8,3,NULL,18,2,5,5,3,20,20,32,11,26,9,7,4,35,7,4,13,NULL,32,6,3,3,73,8,18,9,12,74,4,9,3,NULL,8,NULL,11,13,14,20,1,NULL,126,94,47,26,9,20,NULL,NULL,8,13,13,5,5,NULL,NULL,7,3,9,8,6,9,NULL,4,11,NULL,8,14,1,26,15,4,20,NULL,19,38,1,9,2,6,138,4,11,7,10,22,9,1,7,5,8,5,NULL,152,38,46,3,27,68,29,14,27,19,58,NULL,2,6,NULL,193,29,38,93,39,NULL,57,NULL
1990-03-13,49,2,1,11,5,5,3,10,5,10,1,27,138,2,25,NULL,59,4,4,4,13,2,7,4,1,14,12,21,12,15,3,11,3,33,3,1,12,NULL,14,6,2,4,49,4,12,18,14,63,4,8,NULL,NULL,4,NULL,21,4,8,13,NULL,4,102,74,32,15,10,22,1,1,3,15,17,7,4,NULL,NULL,8,1,1,6,1,10,NULL,NULL,15,NULL,9,12,4,23,16,7,20,NULL,20,38,1,12,6,7,83,1,6,3,12,13,13,3,4,7,11,7,NULL,121,53,66,5,18,44,13,18,26,9,38,NULL,3,9,NULL,135,36,26,76,44,NULL,74,NULL
1990-03-20,59,2,3,20,NULL,6,2,7,3,12,1,52,144,10,32,NULL,73,2,3,2,12,1,2,3,1,13,16,42,11,26,11,8,4,49,3,2,20,NULL,38,6,2,2,79,8,22,16,10,73,8,4,NULL,NULL,3,NULL,17,12,12,14,3,2,122,100,38,17,4,23,NULL,NULL,12,17,25,8,4,NULL,NULL,7,3,4,8,3,8,NULL,1,13,NULL,13,19,6,29,12,12,16,NULL,24,59,1,13,5,2,105,1,9,4,17,16,10,2,11,9,15,2,NULL,133,62,59,5,24,66,13,10,19,17,45,NULL,1,9,NULL,194,34,34,91,49,NULL,96,1
1990-03-27,58,3,1,15,6,4,NULL,12,5,13,3,44,178,4,54,NULL,71,1,2,3,22,3,8,7,1,18,11,45,5,24,8,6,4,31,3,5,14,NULL,33,5,5,4,60,5,12,14,13,82,7,9,NULL,NULL,9,NULL,16,6,6,11,2,2,141,86,27,11,12,29,NULL,NULL,5,20,25,11,12,1,NULL,4,1,4,5,4,20,2,2,10,NULL,8,11,7,26,20,8,29,NULL,25,40,2,19,2,4,91,6,10,3,9,20,17,5,5,7,12,6,NULL,156,48,74,7,24,58,16,7,19,14,55,NULL,NULL,11,NULL,174,37,45,81,57,NULL,76,NULL
1990-04-03,59,4,1,19,7,5,2,3,3,14,3,46,147,1,44,NULL,74,3,4,2,23,1,3,5,3,14,12,37,8,21,17,8,3,53,4,6,11,NULL,28,5,2,6,74,3,17,16,17,71,7,8,NULL,NULL,8,NULL,19,14,10,12,NULL,2,130,92,43,17,12,14,NULL,NULL,13,11,26,8,3,NULL,NULL,7,2,3,8,4,15,NULL,1,8,NULL,11,6,3,28,16,14,36,NULL,21,63,1,19,2,3,102,2,8,2,16,11,18,3,4,5,12,8,NULL,158,60,83,3,26,64,7,8,20,18,51,NULL,NULL,12,NULL,189,50,39,79,41,NULL,101,3
1990-04-10,58,3,3,17,4,8,2,5,5,16,1,52,162,6,42,NULL,76,6,3,6,15,2,4,2,NULL,15,26,43,9,18,11,6,6,35,4,4,19,NULL,25,5,3,3,79,5,25,10,17,86,12,4,NULL,NULL,10,NULL,19,15,8,30,1,5,106,71,36,16,7,21,1,1,6,25,40,13,12,NULL,NULL,13,1,6,4,5,9,1,3,17,NULL,8,9,7,28,20,5,33,NULL,27,42,5,14,6,1,129,3,8,4,16,16,10,7,2,7,7,2,NULL,166,44,57,4,30,64,15,12,19,17,59,1,1,7,NULL,190,37,32,73,55,NULL,76,3
1990-04-17,58,5,3,20,7,7,1,5,5,20,4,36,200,3,29,NULL,69,4,3,2,21,NULL,NULL,6,2,21,11,34,9,15,7,3,7,40,6,6,13,NULL,24,5,7,4,67,8,29,16,15,80,5,7,NULL,NULL,5,NULL,13,12,6,20,1,1,155,84,40,15,11,27,NULL,NULL,6,19,20,5,7,NULL,NULL,8,1,4,10,7,8,1,4,10,NULL,10,14,7,27,20,6,15,NULL,27,49,1,16,5,3,110,4,6,4,9,18,19,6,2,14,13,5,NULL,144,57,60,3,24,77,11,9,24,12,58,NULL,NULL,6,NULL,162,22,56,80,39,NULL,83,1
1990-04-24,58,3,3,26,NULL,7,3,7,4,10,2,48,190,6,41,NULL,76,10,3,1,23,NULL,9,4,4,20,16,27,11,22,9,5,1,42,4,2,6,NULL,27,2,6,6,77,4,16,11,10,88,10,10,NULL,NULL,2,NULL,19,12,16,15,2,4,86,64,30,28,11,19,1,1,9,19,22,9,7,NULL,NULL,9,2,5,8,2,13,NULL,3,22,NULL,10,15,8,32,16,7,25,NULL,16,36,1,13,2,4,92,5,11,2,13,19,17,3,7,6,14,4,NULL,128,47,58,7,19,37,10,10,14,8,39,NULL,1,10,NULL,137,38,33,69,35,NULL,84,2
1990-05-01,58,2,5,21,4,10,2,5,7,7,NULL,63,152,3,33,NULL,56,2,2,1,15,1,2,5,1,16,10,37,7,29,16,7,8,45,8,3,18,NULL,28,8,3,4,85,7,25,8,8,72,13,10,NULL,NULL,4,NULL,15,7,12,22,2,2,156,85,42,21,6,26,NULL,NULL,7,8,18,6,2,NULL,NULL,10,2,1,8,4,21,NULL,2,12,NULL,13,13,5,25,21,9,24,NULL,21,39,NULL,14,5,2,118,6,17,3,12,16,18,NULL,6,9,13,10,NULL,153,53,75,4,31,56,20,12,19,14,43,NULL,NULL,6,NULL,180,53,43,102,37,NULL,86,2
1990-05-08,66,3,NULL,15,4,8,3,8,7,9,2,52,183,7,28,NULL,69,6,3,1,24,1,4,6,1,14,16,48,8,20,10,10,7,54,13,2,25,NULL,24,6,5,5,81,4,17,12,15,71,7,9,1,NULL,4,NULL,11,9,14,17,1,3,109,92,41,19,13,26,NULL,1,8,21,16,8,4,1,NULL,20,3,4,8,2,14,NULL,3,14,NULL,16,17,9,28,17,12,17,NULL,18,38,3,18,6,5,114,2,11,5,13,17,19,5,6,10,11,8,NULL,132,53,62,3,24,79,15,7,19,13,49,NULL,3,9,NULL,172,42,35,81,40,NULL,70,1
1990-05-15,60,7,5,24,7,9,NULL,8,6,20,3,50,164,8,35,NULL,82,3,3,1,24,3,2,5,NULL,13,8,28,14,21,8,5,2,42,4,7,20,NULL,25,10,3,1,77,8,25,21,5,115,9,3,3,NULL,5,NULL,15,17,9,11,1,6,154,58,34,22,12,19,1,1,5,8,9,6,4,NULL,NULL,4,3,5,2,4,8,NULL,2,8,NULL,11,15,7,28,20,11,16,NULL,26,48,2,16,5,4,118,4,8,1,12,17,13,4,2,7,15,4,NULL,148,44,69,4,22,81,18,10,15,12,51,1,NULL,15,NULL,166,42,46,98,33,NULL,92,NULL
1990-05-22,59,3,NULL,21,4,2,1,4,3,13,1,36,178,8,39,NULL,50,3,2,4,14,2,4,2,2,16,21,32,11,18,11,4,3,47,6,4,19,NULL,31,5,6,8,60,7,15,28,14,82,10,8,NULL,NULL,6,NULL,16,7,11,14,1,1,119,84,32,29,10,24,NULL,NULL,1,17,19,10,4,NULL,NULL,4,5,4,5,2,9,NULL,1,13,NULL,8,12,6,23,22,4,18,NULL,34,55,NULL,22,5,4,104,5,8,1,23,17,13,2,3,7,15,6,NULL,136,50,52,1,18,49,17,10,12,11,36,NULL,NULL,16,NULL,153,27,28,60,39,NULL,103,NULL
1990-05-29,52,6,3,19,3,6,2,7,11,9,3,39,149,9,50,NULL,68,2,7,1,15,3,3,7,NULL,13,16,35,13,20,7,3,5,40,3,3,13,1,35,10,8,6,75,2,11,20,8,72,8,6,1,NULL,6,NULL,17,13,10,21,NULL,2,138,98,37,38,6,26,NULL,NULL,4,12,23,10,3,NULL,NULL,14,2,3,4,5,13,1,2,10,NULL,13,7,7,27,10,12,26,NULL,24,50,NULL,14,11,3,106,3,13,1,19,16,13,2,3,8,9,8,NULL,143,52,46,4,18,46,14,11,21,12,43,NULL,NULL,5,NULL,158,24,35,68,27,NULL,74,NULL
1990-06-05,84,5,4,23,2,5,NULL,7,7,12,1,40,171,7,35,NULL,50,4,3,1,23,NULL,5,2,1,18,9,47,14,20,8,6,7,43,7,6,18,NULL,25,10,3,5,87,4,21,12,15,92,14,10,NULL,NULL,NULL,NULL,16,14,5,29,NULL,4,110,91,32,16,13,21,1,2,9,10,23,11,3,NULL,NULL,11,1,1,8,2,9,NULL,2,12,NULL,7,12,2,35,18,10,14,NULL,18,43,4,22,5,2,88,3,12,1,15,13,12,2,3,8,17,8,NULL,151,54,68,3,25,69,9,13,20,12,50,NULL,NULL,8,NULL,144,33,39,83,43,NULL,66,1
1990-06-12,59,1,3,15,2,3,2,4,7,13,2,47,176,2,43,NULL,65,3,1,2,28,1,5,5,1,18,16,36,9,23,14,7,1,35,2,5,7,NULL,32,9,2,3,87,7,14,13,13,63,7,7,NULL,NULL,6,NULL,15,9,10,13,4,2,137,92,34,15,12,27,NULL,1,4,16,18,7,2,NULL,NULL,12,4,1,4,6,12,NULL,3,6,NULL,6,7,8,31,18,5,16,NULL,14,51,2,24,6,2,98,4,8,4,12,13,19,3,3,6,7,8,NULL,149,62,95,1,29,74,10,8,22,11,53,NULL,2,10,NULL,185,41,38,86,32,NULL,80,1
1990-06-19,53,3,3,24,3,6,1,8,3,17,3,45,183,7,41,NULL,80,4,4,2,22,NULL,5,7,1,19,12,51,14,30,10,9,9,49,6,4,18,1,32,8,4,2,88,4,19,14,16,91,7,9,NULL,NULL,6,NULL,17,9,10,18,1,1,164,67,35,21,6,38,NULL,1,4,17,12,10,9,NULL,NULL,5,2,2,4,4,15,NULL,2,12,NULL,9,14,8,20,13,8,17,NULL,24,42,2,21,7,5,116,1,11,5,19,14,21,2,4,10,18,10,NULL,138,55,75,3,28,41,11,15,26,5,46,NULL,1,9,NULL,171,40,28,63,63,NULL,86,1
1990-06-26,60,7,2,17,4,7,1,3,5,19,2,47,164,6,32,NULL,65,8,1,3,15,NULL,5,3,1,16,15,42,11,26,10,10,7,31,8,4,21,1,28,5,4,2,90,6,15,18,14,87,6,2,1,NULL,5,NULL,17,13,7,20,1,3,125,89,35,19,5,22,NULL,2,7,13,20,7,4,NULL,NULL,7,3,7,6,4,9,1,1,8,NULL,5,14,4,23,15,4,13,NULL,18,38,2,22,6,4,93,3,10,5,9,16,18,2,1,9,10,7,NULL,138,46,87,1,25,64,12,7,18,15,50,NULL,2,3,NULL,172,41,42,73,44,NULL,82,1
1990-07-03,53,6,3,22,5,6,3,5,4,7,2,54,182,6,27,NULL,67,2,3,2,15,1,2,2,NULL,15,17,33,10,13,9,9,4,51,2,2,20,1,23,6,5,3,81,8,21,18,4,79,9,5,NULL,NULL,4,NULL,23,9,6,19,1,4,130,84,37,15,6,22,1,1,9,24,27,12,6,NULL,NULL,9,1,4,7,4,9,2,NULL,9,NULL,5,12,7,23,19,10,18,NULL,19,55,1,16,2,3,96,3,11,4,13,11,11,3,8,8,9,11,NULL,163,50,72,4,20,57,10,4,24,5,47,NULL,2,12,NULL,178,26,49,87,52,NULL,76,NULL
1990-07-10,42,6,6,11,1,4,NULL,4,2,12,NULL,39,115,NULL,30,NULL,46,3,5,2,12,3,5,2,NULL,10,15,38,7,12,7,5,4,25,1,2,13,NULL,33,5,5,2,69,4,18,10,3,56,4,5,1,NULL,4,NULL,6,13,15,14,1,1,91,66,21,8,4,21,NULL,1,5,9,11,4,7,NULL,NULL,10,NULL,1,1,NULL,11,NULL,NULL,8,NULL,11,8,6,18,12,5,17,NULL,21,26,2,16,3,3,72,2,6,1,10,15,10,1,3,4,11,7,NULL,95,28,49,4,17,56,13,5,16,12,28,1,NULL,12,NULL,114,23,25,87,29,NULL,75,2
1990-07-17,33,3,2,12,6,7,4,4,3,9,2,38,123,5,26,NULL,42,1,4,2,14,NULL,NULL,7,NULL,14,5,25,11,12,10,10,6,29,3,NULL,11,1,14,11,3,4,64,7,23,10,4,61,5,8,1,NULL,3,NULL,8,5,8,12,1,1,80,66,34,20,4,16,1,NULL,6,14,20,4,3,NULL,NULL,8,4,2,4,2,10,NULL,2,12,NULL,5,6,4,15,13,6,15,NULL,12,31,1,9,5,3,81,1,5,3,11,15,7,1,6,7,5,4,NULL,97,36,58,4,25,53,11,6,10,14,29,1,NULL,7,NULL,142,26,25,63,35,NULL,46,NULL
1990-07-24,42,2,2,15,5,11,1,6,6,8,NULL,32,126,4,35,NULL,47,NULL,2,1,12,2,2,3,3,11,13,36,4,18,6,4,5,35,3,4,11,1,16,5,4,4,73,6,21,13,7,52,6,1,1,NULL,5,NULL,16,6,5,13,1,1,97,53,22,15,4,17,NULL,1,5,16,20,2,3,NULL,NULL,7,2,3,4,4,7,NULL,1,13,NULL,11,10,5,24,11,4,16,NULL,15,24,2,9,5,2,81,NULL,8,3,5,13,8,5,3,4,4,7,NULL,91,43,56,4,21,48,10,7,16,8,48,1,1,11,NULL,105,26,33,80,26,NULL,57,NULL
1990-07-31,54,1,4,5,4,8,3,2,5,7,3,37,163,3,26,NULL,51,2,3,4,15,2,2,4,3,11,8,36,7,14,3,2,4,40,3,1,9,2,19,7,6,2,58,7,14,8,6,84,5,5,1,NULL,6,NULL,13,4,9,8,1,2,82,78,35,10,3,21,NULL,NULL,6,11,17,3,7,NULL,NULL,11,2,NULL,4,3,5,NULL,NULL,10,NULL,11,4,8,20,7,4,17,NULL,10,35,NULL,14,3,3,87,5,7,4,12,11,10,2,4,4,7,7,NULL,100,37,56,3,19,50,10,11,22,9,50,NULL,2,4,NULL,146,39,25,58,29,NULL,41,NULL
1990-08-07,40,3,3,14,8,8,1,5,5,7,2,38,183,1,27,NULL,68,2,9,2,22,3,4,2,5,24,13,48,10,18,10,8,3,52,4,6,16,1,37,4,3,5,74,3,29,15,6,82,7,7,1,NULL,5,NULL,22,10,12,25,1,4,124,102,46,29,10,22,NULL,2,7,11,22,5,10,NULL,NULL,7,3,NULL,5,4,9,1,3,12,NULL,12,11,7,26,15,7,25,NULL,21,48,4,14,3,4,93,2,16,2,13,17,6,3,NULL,8,15,5,NULL,136,59,73,4,22,57,18,5,18,15,43,NULL,NULL,7,NULL,147,42,43,86,31,NULL,75,2
1990-08-14,61,5,3,27,3,6,3,2,1,6,NULL,49,140,1,45,NULL,65,1,2,2,17,NULL,2,5,2,15,11,42,8,19,13,8,2,37,4,6,19,NULL,39,10,3,3,79,8,26,12,11,91,9,7,NULL,NULL,3,NULL,11,14,20,20,NULL,3,98,95,34,15,13,18,NULL,NULL,9,18,18,9,4,NULL,NULL,11,1,3,8,4,11,3,1,10,NULL,13,7,6,39,11,12,11,NULL,23,36,2,22,3,3,91,3,7,3,12,12,17,1,2,4,14,5,NULL,153,57,87,1,24,77,17,14,24,15,63,NULL,1,12,NULL,192,33,27,75,46,NULL,69,NULL
1990-08-21,50,6,3,16,3,7,1,7,4,11,3,39,206,9,39,NULL,68,4,3,3,15,1,2,2,4,14,13,41,2,19,15,11,6,34,5,2,14,NULL,25,9,3,4,74,3,24,14,7,82,11,8,NULL,NULL,7,NULL,14,9,7,9,1,3,146,78,28,22,7,21,2,NULL,8,12,25,11,9,NULL,NULL,4,5,6,12,2,19,NULL,4,10,NULL,3,10,3,19,17,12,23,NULL,21,31,3,9,5,8,95,2,13,NULL,11,13,12,8,5,7,14,9,NULL,142,52,59,1,27,65,7,10,30,3,45,NULL,1,14,NULL,182,31,43,69,35,NULL,65,NULL
1990-08-28,51,3,7,19,1,9,4,3,3,16,1,40,167,8,31,NULL,79,4,3,NULL,23,NULL,2,2,2,13,18,38,9,16,6,4,4,55,7,3,17,NULL,23,7,5,2,68,5,18,18,3,71,7,5,NULL,NULL,6,NULL,16,12,8,24,4,3,130,90,34,23,4,33,NULL,NULL,5,8,14,9,2,NULL,NULL,9,NULL,2,2,2,7,1,1,11,NULL,8,7,5,31,16,6,26,NULL,23,61,2,12,3,4,103,2,5,3,18,11,15,2,3,6,5,7,NULL,139,59,73,2,22,65,11,13,34,13,47,NULL,NULL,10,NULL,170,42,39,104,48,NULL,75,NULL
1990-09-04,44,5,4,17,3,4,3,3,3,14,2,43,145,5,53,NULL,65,2,2,NULL,13,2,5,2,2,12,15,40,12,24,4,3,5,48,5,2,10,NULL,20,3,3,3,77,7,33,15,2,93,12,9,1,NULL,4,NULL,17,14,3,16,5,2,124,119,44,26,12,17,1,NULL,4,15,14,5,4,NULL,NULL,12,1,3,7,7,8,NULL,NULL,12,NULL,13,7,9,27,18,6,23,NULL,17,32,2,13,1,NULL,99,NULL,9,5,10,18,11,4,5,7,14,5,NULL,147,70,57,2,22,49,15,14,22,11,46,NULL,1,2,NULL,170,35,37,78,46,NULL,66,1
1990-09-11,38,2,2,19,6,6,2,5,5,11,4,42,192,5,44,NULL,81,2,6,2,17,1,7,6,3,19,14,42,5,24,11,2,9,45,3,2,11,NULL,21,3,6,4,79,9,28,16,14,79,3,5,NULL,NULL,4,NULL,21,16,10,25,1,3,135,85,32,24,12,38,1,NULL,5,10,18,9,7,NULL,NULL,8,2,NULL,4,4,8,NULL,NULL,10,NULL,11,13,5,25,10,7,16,NULL,24,51,2,13,8,6,98,3,10,3,10,16,12,3,6,6,11,9,NULL,116,48,61,6,24,51,10,6,16,8,46,NULL,NULL,4,NULL,152,25,25,60,31,NULL,82,1
1990-09-18,38,9,4,22,NULL,6,1,2,2,7,1,32,148,2,24,NULL,62,1,2,1,16,3,3,5,3,10,12,14,4,10,8,2,2,50,3,3,15,NULL,22,5,4,4,52,5,15,12,7,60,5,2,NULL,NULL,8,NULL,22,9,10,19,1,3,106,85,25,20,3,26,1,NULL,11,18,28,4,5,NULL,NULL,9,3,4,10,5,9,NULL,NULL,4,NULL,7,11,6,18,15,7,19,NULL,19,36,1,9,3,1,64,4,4,1,7,9,7,3,6,7,11,2,NULL,108,44,68,3,15,60,9,4,22,12,46,NULL,3,15,NULL,126,28,29,53,31,NULL,85,1
1990-09-25,35,4,6,24,1,8,1,6,2,10,4,33,143,2,20,NULL,51,NULL,1,1,11,1,2,2,NULL,11,9,37,5,11,6,5,5,32,5,6,10,NULL,26,7,3,3,60,3,16,9,9,64,7,4,1,NULL,1,NULL,8,11,6,12,NULL,1,104,86,26,18,8,24,NULL,NULL,4,12,23,5,4,NULL,NULL,7,1,5,4,2,7,1,5,7,NULL,10,9,NULL,22,14,7,12,NULL,11,41,1,13,4,2,91,3,8,3,7,10,6,2,2,2,2,10,NULL,116,51,48,1,13,49,12,9,24,8,31,NULL,2,4,NULL,126,37,32,77,36,NULL,55,1
1990-10-02,40,5,1,15,1,1,NULL,5,5,10,2,34,117,5,21,NULL,58,1,4,2,13,2,1,3,NULL,8,13,26,9,15,10,6,3,26,5,2,8,1,22,2,1,NULL,34,3,18,12,4,48,5,4,NULL,NULL,6,NULL,14,6,11,15,1,2,136,103,35,19,13,17,NULL,2,6,13,17,5,5,NULL,NULL,5,1,1,2,1,12,1,1,5,NULL,4,7,3,20,4,3,15,NULL,15,34,1,8,3,5,59,2,2,2,12,10,14,1,1,7,5,1,NULL,88,24,56,1,17,50,6,2,12,9,38,NULL,NULL,7,NULL,125,26,20,47,19,NULL,68,1
1990-10-09,31,8,1,20,2,6,2,2,3,8,4,37,125,5,28,NULL,78,5,6,5,10,5,1,2,2,8,14,17,6,1,6,5,2,40,2,2,14,NULL,27,3,1,3,42,3,12,10,9,53,7,5,NULL,NULL,3,NULL,13,10,14,23,2,2,136,75,31,21,13,21,NULL,1,1,23,14,6,7,1,NULL,9,1,NULL,5,NULL,16,NULL,2,7,NULL,1,5,2,11,11,5,10,NULL,12,25,NULL,7,1,3,59,1,4,3,6,5,6,5,2,4,10,6,NULL,92,43,39,2,17,50,13,14,10,6,29,NULL,NULL,10,NULL,102,19,17,51,28,NULL,63,NULL
1990-10-16,37,4,2,23,5,3,NULL,5,5,12,3,35,164,2,22,NULL,55,3,1,1,21,2,3,4,1,8,7,26,9,12,6,4,6,40,7,2,15,NULL,28,5,6,3,66,4,9,10,7,50,5,3,NULL,NULL,3,NULL,14,9,13,16,NULL,5,106,84,39,18,14,31,2,1,5,13,25,3,4,NULL,NULL,9,NULL,5,7,3,7,2,NULL,11,NULL,11,9,5,18,10,3,16,NULL,15,34,3,9,3,1,71,NULL,5,NULL,7,9,9,2,3,4,8,3,NULL,133,44,75,3,16,69,8,8,16,13,45,NULL,NULL,11,NULL,157,29,34,91,37,NULL,58,1
1990-10-23,52,5,1,12,4,10,1,1,3,12,1,32,135,10,30,NULL,54,4,6,1,15,1,3,NULL,NULL,7,13,40,10,9,9,6,5,44,2,2,14,NULL,28,4,1,2,58,12,17,16,11,66,5,7,NULL,NULL,5,NULL,16,5,12,20,NULL,2,122,78,42,18,14,20,NULL,NULL,5,17,28,6,1,NULL,NULL,11,NULL,3,4,1,9,NULL,NULL,15,NULL,8,12,5,22,11,8,16,NULL,13,37,1,10,5,3,85,3,9,NULL,2,12,10,4,3,8,9,7,NULL,140,46,85,2,23,73,12,7,19,6,55,NULL,3,5,NULL,159,33,49,102,45,NULL,76,1
1990-10-30,44,6,3,11,3,5,1,NULL,1,20,2,45,138,2,23,NULL,53,3,6,2,12,1,3,3,2,13,17,32,7,15,5,3,3,36,1,NULL,15,NULL,27,3,6,3,77,2,22,7,10,61,3,3,2,1,2,NULL,20,17,10,13,NULL,NULL,115,63,21,22,9,16,NULL,NULL,3,12,18,12,3,NULL,NULL,5,5,2,2,3,7,1,NULL,6,NULL,5,11,3,23,13,2,11,NULL,16,43,3,14,3,2,87,3,12,NULL,6,7,15,4,4,7,9,5,NULL,113,48,57,2,23,51,8,13,11,6,38,NULL,1,7,NULL,132,37,26,54,33,NULL,73,NULL
1990-11-06,51,2,4,15,6,7,2,8,3,9,5,47,175,3,32,NULL,80,3,5,1,20,NULL,3,7,NULL,17,8,28,8,25,9,4,8,38,3,2,12,NULL,38,9,4,4,76,NULL,19,12,6,63,8,10,1,NULL,11,NULL,15,10,7,17,1,2,130,81,40,28,10,28,1,1,4,13,14,10,3,NULL,NULL,12,2,6,5,7,10,NULL,1,10,NULL,7,8,6,27,10,10,21,NULL,16,37,NULL,23,2,4,104,4,11,2,9,15,13,4,5,8,21,8,NULL,140,33,64,2,26,46,13,10,19,15,29,1,1,14,NULL,137,35,29,75,31,NULL,65,3
1990-11-13,37,NULL,1,13,5,7,3,4,1,5,1,32,161,2,14,NULL,46,1,2,1,13,3,NULL,NULL,1,7,12,32,7,13,3,4,2,32,1,3,10,NULL,27,2,5,1,77,2,20,13,9,64,5,1,1,NULL,4,NULL,10,11,11,20,3,4,102,88,28,16,12,28,NULL,NULL,4,10,18,6,3,NULL,NULL,15,4,3,6,2,12,1,1,7,NULL,7,7,5,12,6,4,22,NULL,29,48,1,15,9,5,74,1,4,NULL,11,3,11,1,5,4,7,3,NULL,125,36,57,5,19,53,5,9,17,13,45,NULL,NULL,4,NULL,139,27,30,59,45,NULL,60,NULL
1990-11-20,39,7,4,25,2,1,1,3,3,10,NULL,50,138,7,38,NULL,59,2,3,3,18,2,4,2,2,13,17,27,3,17,7,11,3,30,4,NULL,11,1,38,8,3,6,89,1,29,14,11,64,4,10,NULL,NULL,3,NULL,16,8,4,16,2,1,58,66,31,19,8,22,NULL,1,8,12,22,5,5,NULL,NULL,9,1,1,1,5,8,NULL,1,11,NULL,11,10,6,24,17,8,17,NULL,19,50,NULL,21,6,6,91,3,11,1,13,24,11,4,2,12,10,5,NULL,142,40,70,5,27,71,14,10,24,15,60,NULL,NULL,11,NULL,169,30,45,115,33,NULL,64,1
1990-11-27,45,4,3,16,4,7,2,6,8,16,3,34,152,7,28,NULL,54,8,2,2,10,2,4,2,5,12,8,31,6,9,6,9,5,23,NULL,2,10,NULL,32,8,7,4,66,3,26,17,2,65,5,4,NULL,NULL,5,NULL,11,6,12,8,NULL,1,155,78,38,25,12,13,NULL,1,2,9,18,3,5,1,NULL,14,3,2,6,3,8,NULL,NULL,13,NULL,11,10,2,22,16,11,18,NULL,13,25,1,17,5,4,79,4,16,4,5,8,12,4,5,5,7,4,NULL,146,52,71,4,16,56,10,12,16,10,42,2,1,3,NULL,164,26,36,76,41,NULL,54,NULL
1990-12-04,53,2,5,23,3,4,NULL,7,8,15,5,48,131,5,43,NULL,56,NULL,3,2,11,1,1,5,3,11,11,26,11,17,11,6,5,25,2,1,12,NULL,25,8,5,3,66,4,17,9,9,72,6,5,1,NULL,3,NULL,20,17,8,25,5,NULL,73,79,33,16,6,18,2,1,5,18,23,11,4,NULL,NULL,10,3,3,2,5,10,3,NULL,12,NULL,9,9,8,24,13,11,22,NULL,19,50,1,14,4,3,79,1,12,1,12,8,13,9,8,8,19,7,NULL,135,61,63,2,20,60,11,9,17,17,47,1,3,10,NULL,169,29,35,89,35,NULL,66,1
