date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1995-08-22,54,3,1,12,2,6,1,1,5,10,4,33,262,3,34,NULL,69,3,4,1,23,2,6,6,5,13,9,48,11,17,8,6,3,49,1,4,28,NULL,44,7,1,3,89,7,16,10,6,75,8,3,1,NULL,16,NULL,15,13,8,22,6,1,106,70,38,19,14,46,1,NULL,5,17,22,6,8,NULL,NULL,7,5,1,10,2,22,NULL,1,11,NULL,6,8,4,22,7,9,20,NULL,20,44,4,17,8,6,80,3,7,2,12,14,11,3,7,6,15,8,NULL,168,54,54,4,32,98,15,17,23,16,75,NULL,NULL,9,NULL,217,46,66,154,56,NULL,112,NULL
1995-08-29,41,3,4,18,4,10,2,1,5,12,2,38,206,2,39,NULL,51,2,1,1,15,2,1,7,2,13,9,30,12,13,8,4,5,37,5,1,24,NULL,30,8,4,5,86,9,26,24,4,61,9,10,1,1,14,NULL,11,9,5,9,2,3,171,89,49,26,10,36,NULL,NULL,5,12,22,5,8,1,NULL,9,1,NULL,10,4,12,NULL,3,13,NULL,5,7,4,24,19,9,10,NULL,28,52,1,13,4,6,83,3,10,NULL,10,13,16,4,5,9,8,6,NULL,172,67,61,5,28,140,15,16,19,12,86,NULL,NULL,2,NULL,217,42,59,126,51,NULL,96,NULL
1995-09-05,36,6,NULL,21,1,5,2,3,3,11,3,26,169,3,31,NULL,59,1,1,1,12,NULL,5,7,3,6,7,22,7,13,8,6,2,37,4,4,14,2,38,6,3,6,61,2,18,13,3,74,6,4,NULL,1,15,NULL,15,11,6,16,1,1,62,59,30,15,9,26,NULL,NULL,13,15,19,4,1,2,NULL,10,2,4,3,2,13,NULL,2,9,NULL,5,12,2,12,14,5,12,NULL,16,29,1,11,10,7,67,3,15,2,10,11,10,4,3,8,11,4,NULL,161,61,74,2,30,145,11,16,24,12,86,NULL,4,7,NULL,199,42,55,179,37,NULL,73,NULL
1995-09-12,34,1,1,4,NULL,3,2,5,3,7,1,42,174,5,30,NULL,57,1,1,1,12,2,3,5,4,9,6,24,7,10,4,2,2,31,4,4,8,NULL,37,3,1,1,65,5,20,13,13,60,4,7,NULL,NULL,9,NULL,11,12,7,14,2,3,153,69,28,13,8,29,NULL,NULL,2,10,19,3,4,1,NULL,5,1,4,2,2,6,1,4,9,NULL,9,8,5,21,15,6,12,NULL,16,35,2,18,7,6,70,1,9,NULL,7,14,12,1,1,8,14,4,NULL,143,60,73,1,22,142,16,17,29,12,84,NULL,NULL,5,NULL,210,47,54,161,42,NULL,100,2
1995-09-19,57,4,2,15,4,9,2,2,2,13,3,38,162,8,40,NULL,58,3,2,1,9,1,3,7,2,12,4,33,3,16,6,3,3,39,3,1,10,2,31,5,1,6,66,6,16,8,7,73,9,5,NULL,NULL,15,NULL,13,17,4,9,5,2,104,67,30,12,11,31,1,1,4,10,21,5,4,1,NULL,7,1,3,4,1,8,1,NULL,7,NULL,6,6,3,14,13,6,17,NULL,20,26,2,14,8,1,65,2,7,NULL,16,14,7,3,5,7,14,6,NULL,174,67,71,2,26,141,23,9,26,20,86,1,3,3,NULL,177,36,57,156,37,NULL,78,3
1995-09-26,46,1,5,13,2,7,1,4,4,10,1,42,151,4,33,NULL,73,1,2,2,17,1,2,5,4,13,10,30,9,13,5,6,5,35,2,1,5,2,28,6,1,6,64,9,13,10,9,62,3,3,1,NULL,9,NULL,14,15,5,13,2,NULL,121,57,36,22,3,24,NULL,NULL,9,10,19,5,2,2,NULL,5,NULL,NULL,5,NULL,10,NULL,1,4,NULL,13,8,10,19,15,6,13,NULL,18,34,1,13,4,5,68,1,7,5,11,9,6,2,4,5,9,2,NULL,143,45,51,2,29,111,13,13,19,14,60,NULL,2,3,NULL,162,34,40,114,35,NULL,78,NULL
1995-10-03,44,2,2,23,NULL,7,1,3,5,9,4,48,199,4,26,NULL,59,4,4,1,27,NULL,NULL,2,5,18,11,27,10,12,10,5,NULL,45,4,3,9,1,41,6,4,3,90,8,23,9,8,64,7,7,NULL,NULL,12,NULL,14,15,10,16,3,3,106,85,40,14,13,25,3,NULL,5,16,31,5,8,1,NULL,7,3,3,8,5,7,NULL,1,12,NULL,9,2,6,19,10,11,16,NULL,19,20,1,16,5,5,75,2,11,NULL,10,12,12,2,5,11,13,6,NULL,109,42,68,2,25,105,12,13,18,11,74,NULL,3,5,NULL,198,40,50,120,48,NULL,87,4
1995-10-10,45,5,NULL,19,1,4,1,7,3,11,1,42,223,5,35,NULL,78,2,6,5,18,3,3,8,6,9,8,27,10,24,4,7,5,45,4,6,14,NULL,39,6,1,6,78,7,23,10,10,52,6,4,1,1,3,NULL,18,10,5,16,3,3,142,69,39,19,11,34,1,NULL,3,12,21,9,6,NULL,NULL,9,2,3,13,5,15,NULL,3,12,NULL,9,10,4,19,9,6,22,NULL,31,32,2,17,6,6,81,1,8,NULL,10,10,13,7,2,8,11,4,NULL,148,49,59,4,19,93,13,7,23,16,67,NULL,1,10,NULL,156,43,46,129,44,NULL,86,NULL
1995-10-17,38,7,2,21,2,2,1,3,7,16,2,49,254,7,44,NULL,71,NULL,6,3,12,1,3,8,6,19,11,30,10,19,9,5,6,52,4,3,19,2,31,10,2,5,68,3,21,9,6,76,9,6,1,1,11,NULL,22,20,12,21,2,2,111,98,55,21,11,42,1,2,6,18,32,10,6,1,NULL,17,NULL,7,10,3,10,1,5,10,NULL,9,6,7,26,14,8,25,NULL,18,34,NULL,15,5,5,76,5,4,NULL,15,9,12,6,2,8,13,7,NULL,182,58,75,1,20,105,13,6,40,22,74,NULL,3,6,NULL,197,44,46,141,52,NULL,95,2
1995-10-24,40,3,2,12,4,13,3,5,4,13,3,44,199,4,42,NULL,63,3,1,3,18,3,6,5,5,9,14,27,11,20,7,10,1,54,7,1,18,2,33,1,3,5,99,3,24,17,7,68,9,4,NULL,NULL,7,NULL,13,14,8,14,1,5,110,82,39,16,12,36,NULL,1,2,13,15,2,3,1,NULL,10,4,1,5,3,18,1,NULL,11,NULL,9,7,4,23,11,8,15,NULL,24,40,NULL,13,4,6,82,3,8,2,16,19,18,2,3,4,12,10,NULL,145,61,75,2,27,64,13,16,18,11,62,NULL,1,11,NULL,174,34,42,107,38,NULL,92,2
1995-10-31,69,2,3,11,6,5,5,8,5,13,3,50,216,6,37,NULL,85,4,5,2,21,1,4,5,4,18,12,30,10,13,10,2,3,55,7,2,20,1,36,9,3,3,73,12,16,16,12,75,5,2,1,1,8,NULL,10,14,4,10,1,2,194,90,41,23,14,30,NULL,NULL,8,23,24,3,5,2,NULL,11,2,9,6,4,12,1,5,6,NULL,9,12,6,12,13,8,19,NULL,21,48,5,23,10,4,98,2,8,1,18,15,17,NULL,7,4,12,2,NULL,150,43,70,1,19,117,16,13,19,11,84,NULL,3,6,NULL,190,35,59,120,48,NULL,104,3
1995-11-07,57,7,2,22,4,5,1,4,NULL,14,4,42,201,7,35,NULL,59,6,4,1,18,NULL,4,9,2,12,7,26,7,13,8,4,1,42,4,2,12,NULL,23,8,1,1,52,4,19,13,2,74,7,5,NULL,NULL,6,NULL,17,9,9,10,1,5,99,76,37,22,8,34,2,1,4,9,25,9,6,NULL,NULL,8,3,2,6,1,18,NULL,3,8,NULL,8,3,3,10,14,3,9,NULL,23,32,2,13,9,2,73,1,8,2,11,7,12,5,NULL,9,14,12,NULL,106,43,59,1,18,112,14,11,22,13,54,NULL,4,8,NULL,125,22,48,121,29,NULL,65,NULL
1995-11-14,71,5,3,18,3,9,1,5,5,17,5,57,221,9,45,NULL,74,3,7,3,23,3,4,7,8,13,9,29,8,15,9,3,5,45,4,5,21,1,37,4,1,7,90,9,28,11,7,78,7,4,NULL,1,16,NULL,9,12,5,21,4,6,159,90,44,17,16,33,1,1,7,11,21,5,2,1,NULL,12,1,5,9,2,13,NULL,3,23,NULL,8,12,5,24,10,12,18,NULL,23,38,2,21,6,6,73,5,12,2,11,10,11,2,4,9,17,5,NULL,140,53,72,2,29,110,17,8,30,16,76,1,2,6,NULL,196,35,46,126,33,NULL,90,2
1995-11-21,58,2,3,18,1,10,5,3,4,13,1,48,211,10,49,NULL,60,2,6,1,16,3,2,4,3,15,11,29,10,15,6,5,2,53,8,12,16,1,34,4,3,5,94,5,21,9,5,76,9,4,NULL,NULL,12,NULL,12,17,11,17,4,5,126,95,40,21,15,39,2,1,4,9,24,6,7,NULL,NULL,11,2,2,8,2,10,NULL,3,9,NULL,14,9,6,23,19,9,23,NULL,16,38,2,9,8,8,102,3,12,2,12,19,16,3,4,8,11,5,NULL,165,54,55,6,29,120,16,13,25,13,88,NULL,3,9,NULL,227,51,62,126,57,NULL,99,1
1995-11-28,40,3,2,18,3,4,4,9,6,15,NULL,47,251,3,58,NULL,77,2,6,1,7,NULL,6,12,3,14,14,23,5,13,9,6,3,48,5,3,19,1,21,5,3,5,75,8,21,11,6,68,5,6,NULL,NULL,14,NULL,20,13,8,10,4,4,143,102,38,15,11,50,NULL,NULL,5,19,24,9,3,NULL,NULL,7,2,2,11,2,14,1,2,16,NULL,17,10,5,22,16,12,14,NULL,17,40,3,20,13,6,97,2,9,2,13,14,14,3,1,7,8,3,NULL,175,50,66,2,22,133,15,15,20,13,96,NULL,3,3,NULL,236,37,54,144,46,NULL,102,NULL
1995-12-05,45,8,2,27,4,5,4,7,12,10,5,55,209,2,49,NULL,73,3,4,2,16,2,1,8,2,19,11,36,16,15,9,5,5,38,4,7,15,1,31,7,1,11,72,8,17,11,7,87,4,3,1,NULL,11,NULL,17,8,11,17,6,8,120,93,47,15,10,36,1,2,6,8,32,9,9,2,NULL,14,3,3,7,3,10,1,3,17,NULL,11,11,2,32,10,11,18,NULL,21,39,2,15,8,6,70,2,9,2,15,12,12,7,5,10,13,7,NULL,143,64,71,2,21,120,18,13,34,16,88,NULL,2,8,NULL,208,42,47,152,42,NULL,97,1
1995-12-12,48,1,3,12,3,5,1,3,1,8,2,51,252,1,35,NULL,73,7,2,1,20,1,2,4,3,13,5,33,6,11,4,5,2,42,2,4,23,2,35,4,1,4,77,4,24,11,13,86,3,6,NULL,NULL,10,NULL,14,9,12,14,NULL,4,161,90,30,16,18,51,NULL,NULL,3,4,18,7,5,2,NULL,10,1,3,4,7,21,2,NULL,10,NULL,8,13,1,22,22,6,25,NULL,27,47,5,14,10,5,81,4,8,1,7,8,10,4,1,10,5,6,NULL,167,66,73,5,21,128,17,21,30,13,87,NULL,2,6,NULL,201,38,38,159,41,NULL,102,NULL
1995-12-19,48,2,2,13,3,2,2,6,4,7,5,38,197,6,33,NULL,54,2,8,2,16,1,4,3,6,11,11,28,12,11,6,3,3,42,3,NULL,14,3,47,6,2,3,80,2,28,17,6,54,9,4,NULL,NULL,10,NULL,7,11,5,14,2,1,118,73,38,8,12,37,1,2,2,15,24,9,9,2,NULL,6,3,2,11,2,5,1,3,10,NULL,6,4,NULL,22,15,12,10,NULL,17,22,1,12,7,1,58,1,10,1,7,12,11,NULL,5,6,13,2,NULL,127,52,79,1,19,70,14,7,13,5,75,NULL,NULL,6,NULL,169,44,44,83,39,NULL,82,2
1995-12-26,51,2,1,17,4,9,7,4,2,10,2,57,205,4,46,NULL,60,1,4,3,20,1,3,8,3,18,13,36,8,13,12,7,4,41,7,2,19,NULL,39,6,1,9,83,3,19,13,14,64,6,5,NULL,NULL,8,NULL,26,12,8,19,2,2,124,92,54,10,15,30,NULL,NULL,9,19,27,12,8,NULL,NULL,4,4,5,5,4,15,NULL,4,9,NULL,5,12,1,14,12,8,15,NULL,16,46,2,25,17,7,92,2,7,1,8,11,24,2,8,9,7,3,NULL,123,63,80,7,23,160,23,11,22,22,77,NULL,1,9,NULL,232,44,54,167,49,NULL,127,3
1996-01-02,55,7,5,21,4,6,2,3,4,8,3,51,236,6,47,NULL,68,1,2,1,16,1,4,1,3,18,10,29,6,11,8,4,4,37,3,5,18,1,49,8,4,6,80,5,29,12,8,67,9,4,1,1,14,NULL,17,19,6,10,NULL,1,142,79,33,13,11,33,2,1,5,9,24,10,7,NULL,NULL,7,NULL,5,4,1,8,1,3,10,NULL,11,15,3,23,16,5,17,NULL,24,40,NULL,11,8,4,80,4,9,1,11,9,8,4,5,7,7,6,NULL,153,52,90,4,21,178,13,8,32,12,84,1,NULL,11,NULL,184,47,47,155,39,NULL,109,2
1996-01-09,47,2,5,12,1,4,3,1,2,10,3,47,145,2,43,NULL,57,2,4,NULL,19,2,4,15,2,16,15,38,10,19,8,4,3,36,3,7,15,1,35,3,4,3,88,5,33,11,6,54,11,2,NULL,1,12,NULL,13,6,8,20,4,2,75,56,28,15,16,32,NULL,NULL,5,21,30,6,9,1,NULL,10,2,2,5,4,9,NULL,1,7,NULL,13,11,5,25,12,10,12,NULL,17,38,2,16,10,8,98,1,8,2,10,14,12,NULL,3,13,12,9,NULL,175,53,79,3,23,105,14,11,18,12,70,NULL,NULL,13,NULL,192,47,61,172,49,NULL,107,1
1996-01-16,43,1,3,19,1,10,2,3,1,8,5,49,232,6,37,NULL,56,4,4,4,6,2,1,3,7,16,9,25,9,16,4,2,3,39,2,4,14,1,44,5,1,6,64,5,23,13,10,69,4,5,NULL,NULL,12,NULL,16,7,4,20,1,1,115,92,41,12,9,36,NULL,NULL,2,10,16,6,5,NULL,NULL,6,1,3,6,2,19,NULL,1,9,NULL,13,7,1,15,12,4,25,NULL,16,43,3,16,7,5,73,1,6,NULL,9,7,10,6,2,2,5,3,NULL,159,53,77,NULL,30,149,16,11,32,14,84,NULL,2,7,NULL,168,45,44,134,48,NULL,80,1
1996-01-23,37,4,1,17,NULL,5,NULL,3,2,5,3,52,169,7,24,NULL,42,1,3,2,14,2,4,10,1,10,6,35,11,8,7,7,3,44,2,1,19,1,26,4,NULL,5,52,3,13,12,7,42,4,4,NULL,NULL,6,NULL,14,8,7,11,1,5,88,72,41,13,12,24,1,NULL,6,12,13,7,4,1,NULL,7,3,NULL,8,NULL,12,1,NULL,6,NULL,9,8,1,13,7,8,11,NULL,18,33,NULL,14,10,3,54,2,8,NULL,6,12,11,2,4,7,9,4,NULL,120,44,54,4,22,86,11,11,19,10,62,NULL,2,2,NULL,160,36,45,108,27,NULL,71,NULL
1996-01-30,29,3,3,16,NULL,8,2,2,4,8,2,34,158,4,27,NULL,48,3,1,2,11,NULL,2,2,3,13,8,24,7,11,3,4,2,20,2,4,11,1,31,6,3,8,67,6,21,7,8,51,6,4,NULL,NULL,10,NULL,10,6,6,7,2,3,140,56,26,13,6,32,NULL,NULL,7,10,21,3,6,NULL,NULL,9,4,4,8,2,7,1,3,8,NULL,9,7,5,19,12,7,10,NULL,15,30,1,13,9,6,60,1,8,NULL,6,8,12,6,NULL,8,8,1,NULL,117,34,48,2,25,84,11,6,27,11,66,NULL,1,4,NULL,164,37,36,119,27,NULL,73,1
1996-02-06,52,NULL,1,10,2,4,1,1,2,11,2,25,157,7,25,NULL,51,NULL,1,1,8,3,2,3,7,8,11,18,7,13,7,1,4,24,6,5,13,NULL,36,5,1,8,68,7,17,9,8,56,6,1,NULL,2,9,NULL,6,5,4,18,1,1,121,77,38,11,10,26,NULL,1,5,17,18,4,3,1,NULL,7,2,2,4,NULL,7,NULL,NULL,8,NULL,4,5,4,13,15,4,10,NULL,17,23,4,12,5,3,64,4,7,1,6,6,5,2,6,4,6,4,NULL,126,28,42,3,17,102,16,10,27,14,55,NULL,1,16,NULL,142,35,41,120,35,NULL,87,1
1996-02-13,53,1,2,10,6,6,1,3,1,7,4,43,153,9,28,NULL,49,3,1,2,9,1,3,3,6,9,8,21,12,10,7,3,2,28,3,3,22,2,26,2,1,7,54,4,16,8,6,47,13,10,NULL,NULL,9,NULL,7,9,11,14,1,2,119,59,34,10,9,33,NULL,1,4,10,13,2,2,NULL,NULL,4,1,NULL,5,1,10,NULL,1,10,NULL,5,7,4,19,16,4,10,NULL,13,28,1,16,14,5,49,2,7,NULL,12,7,10,2,2,5,9,2,NULL,134,34,42,NULL,23,118,11,5,15,9,62,NULL,3,5,NULL,131,27,51,129,33,NULL,89,NULL
1996-02-20,39,6,3,20,1,10,3,5,4,13,4,36,154,13,44,NULL,64,3,8,1,13,5,3,5,3,11,4,23,8,12,3,6,4,38,2,7,15,NULL,18,4,1,6,77,2,22,8,4,63,9,3,NULL,NULL,7,NULL,13,11,10,13,2,3,120,90,45,13,14,29,NULL,2,9,9,30,6,7,1,NULL,5,3,3,12,3,8,NULL,3,14,NULL,10,10,7,29,16,7,16,NULL,19,38,2,13,6,2,87,NULL,7,2,10,6,6,3,1,8,11,5,NULL,162,53,71,1,26,115,16,22,25,12,69,NULL,1,5,NULL,200,56,49,141,55,NULL,84,3
1996-02-27,50,8,4,19,2,5,5,5,NULL,16,3,41,173,11,33,NULL,64,2,2,3,28,3,3,8,5,14,9,40,11,14,4,6,4,46,6,4,12,3,25,6,2,14,74,5,18,16,5,75,2,11,NULL,NULL,8,NULL,15,13,4,16,4,2,129,93,51,16,14,40,NULL,NULL,9,14,26,5,9,NULL,NULL,10,NULL,1,8,6,21,NULL,1,7,NULL,10,14,4,27,21,11,26,NULL,34,37,2,26,13,5,87,4,4,NULL,7,8,12,3,5,7,7,7,NULL,153,41,61,1,25,111,17,12,22,16,69,NULL,2,6,NULL,175,40,52,123,44,NULL,89,5
1996-03-05,39,2,1,10,2,3,1,5,7,10,2,32,265,5,40,NULL,47,4,4,2,8,4,3,1,2,19,7,31,11,16,8,3,3,35,1,7,16,2,31,6,1,4,88,3,25,5,8,55,9,1,NULL,1,11,NULL,17,8,7,11,2,2,105,87,49,16,19,35,NULL,NULL,4,13,23,5,4,2,NULL,8,2,3,5,4,13,NULL,3,12,NULL,7,11,5,11,11,5,14,NULL,23,26,3,18,5,7,71,4,11,NULL,8,12,6,1,2,2,13,8,NULL,151,61,69,3,19,108,18,7,17,11,69,NULL,2,2,NULL,204,33,42,110,39,NULL,88,NULL
1996-03-12,52,4,4,21,8,6,NULL,5,2,8,1,49,179,8,40,NULL,76,3,3,1,18,2,3,2,1,16,10,21,11,22,10,5,4,39,3,3,17,1,16,6,1,9,92,1,18,8,7,57,6,6,2,1,10,NULL,18,8,6,12,1,2,150,84,38,28,10,36,1,NULL,6,7,17,5,1,2,NULL,7,2,NULL,7,4,12,NULL,2,10,NULL,4,7,9,21,13,8,17,NULL,26,40,1,13,12,4,82,NULL,9,1,8,14,10,2,5,6,5,6,NULL,120,61,67,5,20,119,15,13,24,15,68,NULL,2,7,NULL,190,39,44,117,47,NULL,109,4
1996-03-19,40,3,1,16,2,8,1,6,6,10,4,47,163,3,32,NULL,72,2,4,1,16,NULL,3,7,2,15,5,29,9,19,3,4,2,55,1,3,15,NULL,24,3,1,1,49,2,10,9,10,61,3,4,1,NULL,9,NULL,20,17,10,9,1,6,66,59,36,12,10,27,NULL,1,6,10,23,6,7,1,NULL,6,1,3,7,3,11,NULL,1,15,NULL,9,7,5,11,6,3,11,NULL,11,29,2,14,7,2,83,3,3,1,8,9,7,NULL,4,8,8,7,NULL,111,50,66,5,15,85,11,5,12,9,58,NULL,1,1,NULL,149,31,30,99,39,NULL,67,1
1996-03-26,56,3,1,21,7,9,2,3,2,14,5,42,194,5,32,NULL,55,1,4,3,16,NULL,3,4,5,14,7,24,4,19,6,3,2,46,1,10,11,1,36,12,4,7,62,6,20,15,5,87,11,9,NULL,1,8,NULL,12,9,7,19,5,7,162,106,61,13,14,33,NULL,3,3,11,19,2,6,NULL,NULL,5,NULL,3,7,4,14,NULL,2,14,NULL,13,11,3,23,15,8,20,NULL,24,39,NULL,13,10,3,78,1,4,1,5,9,12,5,3,8,9,5,NULL,140,59,74,2,19,102,11,3,17,14,82,NULL,1,4,NULL,189,40,40,126,32,NULL,96,1
1996-04-02,63,5,2,26,3,2,1,3,5,10,9,55,179,6,38,NULL,76,4,3,NULL,17,2,3,5,3,15,10,34,7,19,7,5,5,42,3,4,22,2,35,9,2,11,75,6,26,20,4,90,4,4,1,1,12,NULL,22,12,8,20,3,1,147,101,37,19,17,37,2,3,5,17,25,8,3,4,NULL,10,3,6,13,5,13,2,7,18,NULL,10,5,9,25,18,4,19,NULL,24,36,2,13,10,2,93,6,6,1,7,4,16,2,2,6,14,5,NULL,165,62,74,2,28,162,14,11,30,15,82,1,2,7,NULL,221,30,25,148,51,NULL,104,1
1996-04-09,49,7,2,22,3,7,2,4,5,12,1,48,235,6,51,NULL,82,5,5,3,29,1,4,7,2,12,14,36,12,13,8,9,9,50,2,4,23,1,30,1,2,6,90,1,20,17,10,85,7,7,NULL,1,6,NULL,23,14,8,18,NULL,3,120,85,27,18,9,53,1,1,7,15,25,3,4,1,NULL,7,5,3,6,6,12,1,3,16,NULL,5,10,7,23,15,5,19,NULL,15,39,4,15,3,3,82,4,6,1,11,17,15,2,4,13,11,7,NULL,165,56,60,2,26,133,15,10,25,18,79,1,NULL,NULL,NULL,204,40,67,155,51,NULL,108,2
1996-04-16,40,4,4,15,1,11,2,5,1,12,2,48,288,5,41,NULL,67,3,6,1,15,NULL,7,13,9,14,10,25,8,15,9,4,9,41,3,4,27,2,32,3,4,4,94,7,23,10,11,63,8,10,NULL,1,11,NULL,15,11,11,22,2,5,144,95,44,19,12,46,NULL,2,7,14,30,6,3,1,NULL,11,NULL,2,9,4,17,NULL,4,15,NULL,11,9,5,18,13,7,22,NULL,17,38,1,15,6,3,95,4,5,1,4,12,19,1,3,8,8,5,NULL,144,53,81,4,16,96,27,14,19,19,90,NULL,1,5,NULL,218,38,56,146,49,NULL,101,1
1996-04-23,51,8,1,17,3,5,4,4,2,8,1,52,213,7,43,NULL,70,4,4,4,17,1,5,8,5,13,6,35,9,20,6,1,2,34,1,3,13,2,26,9,5,7,81,4,27,18,7,67,9,6,1,3,15,NULL,14,17,10,17,2,3,184,88,48,13,17,42,2,NULL,4,10,27,7,3,3,NULL,11,1,2,9,8,16,1,4,18,NULL,9,8,4,25,14,9,18,NULL,23,31,2,14,4,4,99,2,10,1,8,16,10,2,1,17,14,4,NULL,153,46,61,3,40,142,20,13,32,15,84,NULL,1,5,NULL,233,46,58,153,38,NULL,118,NULL
1996-04-30,46,2,3,11,3,7,2,4,9,16,8,43,210,8,53,NULL,81,6,3,2,18,5,3,8,7,15,9,28,13,24,8,7,1,42,NULL,4,13,2,30,5,6,3,78,9,24,13,10,74,9,3,NULL,4,14,NULL,20,17,12,17,1,1,130,82,39,13,12,58,NULL,1,4,19,25,6,3,1,NULL,16,2,4,10,2,23,1,4,7,NULL,14,14,5,23,17,8,16,NULL,31,30,3,13,12,4,77,1,8,2,11,14,11,2,8,11,8,5,NULL,158,65,90,2,38,142,21,13,22,19,83,NULL,1,13,NULL,194,37,48,158,46,NULL,97,1
1996-05-07,34,10,6,26,1,10,NULL,6,3,13,1,50,309,2,37,NULL,65,5,6,3,23,3,8,6,5,8,12,26,7,21,5,2,6,55,1,2,21,2,36,4,1,3,79,1,27,14,7,68,10,5,NULL,1,14,NULL,16,16,11,21,5,1,146,75,50,14,9,53,NULL,2,6,11,28,7,4,3,NULL,7,1,2,2,6,9,1,1,10,NULL,11,9,3,11,14,3,18,NULL,22,43,1,18,8,8,76,3,10,6,14,13,13,6,3,17,9,1,NULL,163,71,84,NULL,23,133,20,15,28,11,76,NULL,4,8,NULL,224,42,54,150,36,NULL,97,NULL
1996-05-14,51,4,NULL,16,2,12,2,2,2,13,1,61,177,13,41,NULL,65,5,1,NULL,19,3,NULL,4,6,15,9,38,10,20,6,4,1,36,4,6,12,2,38,5,1,6,76,7,31,20,8,69,10,8,NULL,NULL,10,NULL,16,14,8,16,1,5,159,103,45,28,12,60,NULL,NULL,8,20,20,12,8,4,NULL,10,3,NULL,10,3,15,NULL,3,9,NULL,8,14,8,14,23,9,20,NULL,23,34,2,18,9,2,77,3,7,1,13,10,16,4,4,9,14,9,NULL,180,59,66,4,21,135,20,10,27,17,94,NULL,3,13,NULL,206,41,53,162,47,NULL,111,2
1996-05-21,54,7,2,24,1,7,4,5,9,8,7,51,181,11,54,NULL,65,3,3,4,34,5,12,8,6,10,17,21,8,16,12,7,1,54,6,12,13,3,46,5,5,5,93,8,25,17,9,102,8,6,1,NULL,10,NULL,15,23,12,20,6,4,115,75,43,11,14,49,1,NULL,3,12,37,4,2,NULL,NULL,8,4,6,5,2,11,1,2,11,NULL,6,4,6,18,13,5,14,NULL,29,45,4,19,10,7,114,5,11,1,6,16,9,4,4,10,11,4,NULL,180,63,76,5,28,123,10,14,39,16,74,NULL,NULL,17,NULL,214,53,40,165,58,NULL,136,1
1996-05-28,48,7,4,25,4,6,3,2,5,8,3,48,287,4,31,NULL,68,2,2,1,23,3,5,8,4,12,13,29,15,19,7,2,6,41,4,6,19,NULL,46,3,4,5,91,7,17,19,13,64,7,5,1,NULL,14,NULL,13,15,9,23,1,3,123,89,49,20,18,55,NULL,NULL,6,11,25,5,1,NULL,NULL,5,2,3,11,4,19,NULL,5,14,NULL,13,7,10,16,11,7,16,NULL,21,42,2,20,8,7,85,4,13,1,11,8,14,2,2,6,12,2,NULL,165,71,71,5,33,150,16,8,30,26,81,1,1,7,NULL,240,44,54,147,39,NULL,110,1
1996-06-04,53,4,2,24,2,4,4,NULL,2,8,1,48,266,4,44,NULL,65,5,8,NULL,15,NULL,5,5,9,11,10,28,7,19,10,5,4,43,3,3,14,1,23,7,2,5,74,1,22,26,6,57,12,2,NULL,NULL,15,NULL,16,14,14,17,2,2,174,96,47,17,15,39,1,NULL,7,16,23,6,4,NULL,NULL,11,NULL,2,6,4,7,NULL,3,8,NULL,9,9,8,27,7,9,12,NULL,25,46,NULL,19,7,6,82,2,8,2,13,16,19,9,4,11,9,4,NULL,156,65,64,3,24,145,15,13,33,19,86,NULL,4,16,NULL,230,43,57,169,45,NULL,126,2
1996-06-11,51,3,4,19,4,7,3,5,2,16,5,64,168,4,47,NULL,94,5,8,1,20,2,6,11,5,11,17,38,13,23,8,6,5,52,3,5,23,NULL,37,8,3,3,87,7,23,14,8,84,6,7,NULL,1,13,NULL,14,19,10,26,4,6,114,81,45,16,15,52,2,3,2,12,26,6,8,NULL,NULL,11,1,6,9,4,15,NULL,3,16,NULL,11,8,7,35,18,11,18,NULL,29,56,2,18,8,2,102,3,16,2,10,20,17,2,5,10,10,7,NULL,171,71,66,5,27,133,18,16,36,26,87,NULL,4,7,NULL,216,47,52,174,45,NULL,115,1
1996-06-18,55,4,NULL,20,4,9,NULL,7,5,20,2,41,278,6,51,NULL,72,3,4,3,11,1,2,12,3,20,8,23,16,17,5,8,3,60,5,8,18,3,32,4,5,1,103,6,15,15,9,59,7,7,NULL,1,15,NULL,15,20,7,21,3,4,163,88,43,13,13,51,1,1,11,17,33,5,1,3,NULL,8,1,4,3,2,12,2,1,16,NULL,10,14,5,35,7,6,17,NULL,20,40,3,18,4,3,72,2,13,1,11,16,13,4,2,5,7,6,NULL,198,77,69,8,35,114,10,12,31,12,66,NULL,4,12,NULL,233,53,56,188,59,NULL,117,1
